Epoch,MSE Loss
623,180.5008195197006
624,193.97514934539504
625,259.89988044385973
626,194.99827488885785
627,239.34967009392858
628,205.0479455901368
629,189.3966440285003
630,172.09659832081525
631,205.8241882888251
632,139.27075994851475
633,205.61014835587412
634,182.265145981175
635,196.67012965532194
636,159.9385971379961
637,196.6478057825152
638,218.5935977929039
639,190.52490229689283
640,191.07809771079337
641,181.06740266353881
642,174.53550570456719
643,229.651249539922
644,190.77749769276124
645,199.8972830477287
646,175.55964445004065
647,214.62759093292698
648,187.50361518919817
649,263.4635250011488
650,158.38299451337662
651,186.76977893340518
652,209.32060585467843
653,204.4416027211555
654,188.7826868728589
655,204.7435445550509
656,186.10669773574045
657,195.16394324140856
658,165.76940623913833
659,206.62773528753314
660,198.53817536901624
661,162.88743061026616
662,248.03517173691944
663,190.83554524141073
664,179.04346405797696
665,245.18878423448768
666,522.2483446549304
667,304.68351209805405
668,231.09082540584495
669,190.48332469663
670,215.9225472119142
671,205.69726880475355
672,206.86340997484513
673,247.80059806334611
674,255.63182173985115
675,265.1660341303068
676,265.55016398458974
677,136.68773938913364
678,173.06374279349984
679,173.8286067500012
680,220.56246657118027
681,245.7460801734269
682,225.27299381299235
683,184.07483280316228
684,292.28914668853395
685,146.53388010855997
686,301.23856658856675
687,175.5858129869448
688,204.7946501395345
689,171.54815284784127
690,355.36390914760705
691,221.7550204864965
692,202.70792895645718
693,206.14162993623177
694,271.92291818938975
695,181.3980304436409
696,214.45833617950848
697,185.3472356764687
698,169.83361039128795
699,220.68352462380426
700,162.54983250694931
701,149.2930915433244
702,175.08178686516476
703,198.65932507260004
704,149.64555255715095
705,160.24456775540602
706,203.1230815283634
707,180.62289429211523
708,139.4894382152561
709,169.95145911176223
710,182.2329183673137
711,156.18266663003305
712,260.11771744430007
713,220.91356473807537
714,173.75846909795655
715,167.2815803053818
716,164.81631697533885
717,166.48809986491688
718,170.58500733705296
719,206.01376958137553
720,174.44463330948201
721,298.7817033789179
722,199.85127624779125
723,172.7405310421891
724,165.73581747993012
725,243.3580303790077
726,175.22739848248602
727,169.70444825042796
728,146.7656077089341
729,195.63985123591556
730,133.78873748358455
731,181.5124174352095
732,174.9716819206078
733,214.3775415001437
734,176.50941409077495
735,201.2384750039928
736,180.07383126221248
737,181.30512169709255
738,131.81150734041876
739,183.64765568848816
740,200.49490164159215
741,162.8125848146301
742,178.721712028404
743,179.74557840944908
744,200.7882572622184
745,113.27464769250946
746,184.26149720336252
747,218.70219229132636
748,211.07031820941484
749,140.6109304169513
750,190.3198638214817
751,204.24206914675597
752,174.90326777551672
753,185.93226860846335
754,161.18407472826948
755,127.08917705620115
756,179.1287482920452
757,119.7801268723706
758,198.5529439947568
759,188.22326580622757
760,174.7112881662324
761,182.95219949854072
762,267.8758834980981
763,227.98081951899803
764,240.55352348323504
765,194.1922131124884
766,201.65770242200233
767,182.2265126419079
768,128.17701056867372
769,158.89758583628281
770,185.6860454230191
771,197.0328614840255
772,162.4698705245828
773,159.76672054393566
774,175.33710850746138
775,163.74413263177848
776,300.2636816725426
777,152.73490325149032
778,175.88698219555954
779,149.01893998589367
780,144.45903724596428
781,174.66742496237566
782,159.55296035954962
783,137.1730171572708
784,209.69189841498155
785,142.06200434354832
786,151.4405593330739
787,149.63713607330283
788,201.22210991827887
789,158.4686689240625
790,187.84287455091544
791,194.23698301045806
792,174.71167190506821
793,155.0225246582122
794,165.85515190119622
795,155.83626922455733
796,265.76849366675015
797,165.0857398898952
798,119.46718280190544
799,145.4221811072639
800,161.78879189006693
801,171.97748632839648
802,158.72233228257392
803,150.7004911165568
804,182.83445706852945
805,179.2112033560552
806,139.52789639341063
807,214.80568761978066
808,218.37775057193357
809,160.726987821894
810,139.6397796338424
811,175.88418823115353
812,192.10935439805326
813,194.22933973446197
814,114.92877012852114
815,112.93137851382198
816,136.83187581819948
817,168.61932657082798
818,127.3263599674683
819,168.23382856705575
820,172.75179563931306
821,141.02054357822635
822,211.66878057651047
823,137.38045524506015
824,148.05907100217883
825,156.5214339136146
826,144.26961913553532
827,113.38613258497207
828,139.44690955003898
829,157.53275031549856
830,142.03140670339053
831,142.47036152526562
832,360.819389439479
833,217.71510213258443
834,128.49882604769664
835,170.80454479051696
836,223.9190861944371
837,156.78296259570925
838,156.9983136892988
839,152.0604893207783
840,149.33491883371607
841,128.54422183379938
842,142.28414093986794
843,170.41120147575566
844,201.14132327632979
845,141.47848162143782
846,138.47913478370174
847,112.56520314361842
848,146.18302484872402
849,148.51065468876914
850,155.3250983286125
851,186.52511489340395
852,146.77966718387324
853,207.6241161828657
854,135.28585961676436
855,165.46435631159693
856,171.22930642246502
857,157.67662600820768
858,165.69017671102483
859,163.22985993907787
860,160.91858840140048
861,153.48097907305055
862,125.24623566641822
863,132.86540002259426
864,154.50257591877016
865,135.18598165610456
866,249.86857117566979
867,154.54053859302076
868,162.59325741717475
869,208.14631194074173
870,197.62536658921454
871,187.66354468303325
872,141.88604766543722
873,202.92451167604304
874,110.34022921718133
875,164.95967815896438
876,332.27903404505923
877,177.45701413923234
878,189.11252326793328
879,155.35838927162695
880,170.74440015696746
881,113.45447157295712
882,167.6825330007414
883,155.66283405535796
884,150.32594009629975
885,149.1026779475651
886,141.49953411404567
887,142.65684285618772
888,150.97879679217294
889,170.70766913522675
890,145.03314040666737
891,148.70032218254346
892,136.001859255397
893,132.13382081304735
894,161.16318604853586
895,134.54807272659673
896,157.73756582432543
897,151.80711910083483
898,178.79910729838593
899,156.04027902283997
900,112.44612422189675
901,166.66445037451922
902,146.34738277325232
903,135.8946125133807
904,167.1554828194785
905,193.7420305906271
906,177.61842295678798
907,158.54316501646827
908,124.88491075400088
909,185.23738802767184
910,138.2706351661618
911,171.7484352268657
912,142.32737203703437
913,213.7171516152739
914,147.03567248178297
915,129.98303361878789
916,176.36583694219007
917,140.10009002508014
918,135.47107162697648
919,153.83253358655202
920,128.39176511229016
921,123.53339619058534
922,174.59906411884003
923,164.41739390973817
924,164.20712118959636
925,133.17442601644143
926,170.0254453711823
927,139.26144999216194
928,133.46779099054402
929,119.90898990676214
930,146.36652853168198
931,125.95204146082688
932,207.55165503895842
933,143.64928743595374
934,140.30767061274673
935,118.15524499026651
936,152.03957191316294
937,192.42665664321976
938,139.4803513920051
939,159.7008287015342
940,148.6286550444638
941,108.08235122036422
942,151.20130915522168
943,118.41467549295339
944,130.06512104654394
945,152.23616055949242
946,111.5981719896663
947,143.57668176582956
948,151.62487708394474
949,141.7667103985441
950,118.91288717802672
951,138.1729606980516
952,151.97004902886692
953,123.1484059458453
954,108.79835265569272
955,162.46118722655228
956,101.43124184496992
957,164.28046386886854
958,151.38079098440357
959,130.58526559376332
960,133.4589676158066
961,190.36520184496476
962,158.90490004740423
963,99.55045846183202
964,161.23106754432956
965,116.9712187522382
966,137.84698142482375
967,171.46818213096412
968,129.8672743071511
969,164.44463126244955
970,138.14048433671996
971,141.73518960396177
972,123.74221624285565
973,128.53988619380107
974,285.7267139457108
975,149.61595443183614
976,123.12093088247639
977,121.65187396785768
978,154.21883367179544
979,133.1227824477828
980,154.4409622969397
981,114.18037250962516
982,132.6633665899135
983,151.0218422523467
984,118.96735007109237
985,169.76289506252215
986,146.56940114390454
987,112.23281199003395
988,205.45926712856453
989,161.2697255484527
990,174.5079248402326
991,177.16782808881544
992,167.45079676520254
993,145.88053710693202
994,104.1889075407671
995,128.83817611652194
996,126.26207499345765
997,133.21081049866916
998,128.06108495280205
999,143.78346222011896
1000,156.1334279536386
